,rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,delay_interval,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,previous_rental_delay,waiting_time,impacted
1331,540451,279800,mobile,ended,-19.0,Early or on time,,,,0.0,0
1332,540472,196909,mobile,ended,23.0,< 30 minutes,,,,0.0,0
1333,540574,408117,mobile,ended,0.0,Early or on time,,,,0.0,0
1334,540634,395023,mobile,ended,39.0,< 1 hour,,,,0.0,0
1335,540651,387499,mobile,canceled,,Unknown,,,,0.0,0
1336,540687,357253,mobile,ended,79.0,1 to 2 hours,,,,0.0,0
1337,540745,378410,mobile,ended,73.0,1 to 2 hours,,,,0.0,0
1338,540747,214635,connect,ended,-972.0,Early or on time,546332.0,60.0,,0.0,0
1339,540851,410189,mobile,ended,,Unknown,,,,0.0,0
1340,540855,335276,connect,ended,29.0,< 30 minutes,,,,0.0,0
1341,540885,294883,mobile,ended,18.0,< 30 minutes,542526.0,0.0,,0.0,0
1342,540892,402677,mobile,ended,205.0,2 to 5 hours,540131.0,60.0,,0.0,0
1343,541198,393044,mobile,ended,96.0,1 to 2 hours,,,,0.0,0
1344,541246,293910,mobile,canceled,,Unknown,,,,0.0,0
1345,541386,301750,mobile,ended,64.0,1 to 2 hours,,,,0.0,0
1346,541445,385629,connect,ended,-221.0,Early or on time,544389.0,480.0,,0.0,0
1347,541503,310458,mobile,ended,407.0,5 to 24 hours,,,,0.0,0
1348,541544,383962,mobile,ended,327.0,5 to 24 hours,,,,0.0,0
1349,541681,349171,connect,ended,,Unknown,,,,0.0,0
1350,541702,192179,connect,ended,13.0,< 30 minutes,,,,0.0,0
1351,541711,356681,mobile,ended,-7.0,Early or on time,,,,0.0,0
1352,541756,229646,mobile,ended,205.0,2 to 5 hours,528516.0,60.0,,0.0,0
1353,541763,393373,mobile,ended,20.0,< 30 minutes,,,,0.0,0
1354,541768,365635,connect,canceled,,Unknown,,,,0.0,0
1355,541831,393107,mobile,ended,-30.0,Early or on time,,,,0.0,0
1356,541967,386145,mobile,ended,,Unknown,,,,0.0,0
1357,542052,406897,mobile,ended,4.0,< 30 minutes,,,,0.0,0
1358,542103,275256,mobile,ended,103.0,1 to 2 hours,,,,0.0,0
1359,542124,408561,mobile,ended,-19.0,Early or on time,,,,0.0,0
1360,542128,246829,mobile,ended,-35.0,Early or on time,,,,0.0,0
1361,542195,366076,mobile,canceled,,Unknown,,,,0.0,0
1362,542215,324899,mobile,ended,,Unknown,,,,0.0,0
1363,542233,310990,mobile,ended,36.0,< 1 hour,,,,0.0,0
1364,542250,225602,mobile,ended,-29.0,Early or on time,,,,0.0,0
1365,542254,176220,connect,ended,-11.0,Early or on time,,,,0.0,0
1366,542263,376605,connect,ended,-59.0,Early or on time,,,,0.0,0
1367,542369,258416,mobile,ended,-115.0,Early or on time,,,,0.0,0
1368,542399,400945,mobile,ended,-144.0,Early or on time,535665.0,60.0,,0.0,0
1369,542536,350769,mobile,ended,-111.0,Early or on time,,,,0.0,0
1370,542600,290123,mobile,ended,422.0,5 to 24 hours,,,,0.0,0
1371,542639,322842,mobile,ended,4.0,< 30 minutes,,,,0.0,0
1372,542785,370118,mobile,ended,312.0,5 to 24 hours,,,,0.0,0
1373,542824,308414,mobile,ended,1610.0,1 day or more,,,,0.0,0
1374,542846,408977,mobile,ended,,Unknown,,,,0.0,0
1375,543072,220982,connect,ended,122.0,2 to 5 hours,,,,0.0,0
1376,543112,278641,mobile,ended,-5.0,Early or on time,,,,0.0,0
1377,543177,212965,connect,ended,,Unknown,542904.0,240.0,,0.0,0
1378,543250,248539,mobile,canceled,,Unknown,,,,0.0,0
1379,543259,374809,connect,ended,-5.0,Early or on time,,,,0.0,0
1380,543274,317378,connect,ended,-135.0,Early or on time,,,,0.0,0
1381,543358,362595,mobile,ended,13.0,< 30 minutes,,,,0.0,0
1382,543359,380813,mobile,ended,594.0,5 to 24 hours,537074.0,0.0,,0.0,0
1383,543376,227296,mobile,ended,,Unknown,,,,0.0,0
1384,543519,405075,mobile,canceled,,Unknown,,,,0.0,0
1385,543531,188162,mobile,ended,20.0,< 30 minutes,,,,0.0,0
1386,543546,284716,mobile,ended,33.0,< 1 hour,,,,0.0,0
1387,543634,335276,connect,canceled,,Unknown,,,,0.0,0
1388,543731,310219,connect,ended,-42.0,Early or on time,,,,0.0,0
1389,543755,228923,mobile,ended,37.0,< 1 hour,,,,0.0,0
1390,543763,410656,mobile,ended,58.0,< 1 hour,,,,0.0,0
1391,543783,251815,connect,ended,-27.0,Early or on time,,,,0.0,0
1392,544107,262089,mobile,ended,126.0,2 to 5 hours,,,,0.0,0
1393,544169,382444,mobile,ended,5.0,< 30 minutes,,,,0.0,0
1394,544245,293910,mobile,ended,-43.0,Early or on time,,,,0.0,0
1395,544251,317770,connect,ended,-44.0,Early or on time,,,,0.0,0
1396,544303,368343,mobile,ended,85.0,1 to 2 hours,,,,0.0,0
1397,544373,344254,connect,ended,-77.0,Early or on time,549312.0,690.0,,0.0,0
1398,544374,371007,mobile,ended,-109.0,Early or on time,,,,0.0,0
1399,544400,392088,mobile,ended,-1.0,Early or on time,,,,0.0,0
1400,544466,276865,mobile,ended,9.0,< 30 minutes,,,,0.0,0
1401,544476,359257,mobile,ended,-15.0,Early or on time,,,,0.0,0
1402,544529,317613,mobile,ended,101.0,1 to 2 hours,,,,0.0,0
1403,544573,409581,mobile,ended,6.0,< 30 minutes,,,,0.0,0
1404,544725,409543,mobile,ended,26.0,< 30 minutes,,,,0.0,0
1405,544765,259231,mobile,ended,31.0,< 1 hour,,,,0.0,0
1406,544869,381437,mobile,ended,82.0,1 to 2 hours,,,,0.0,0
1407,545139,402143,mobile,ended,-23.0,Early or on time,,,,0.0,0
1408,545149,408639,mobile,ended,37.0,< 1 hour,,,,0.0,0
1409,545152,392479,mobile,ended,-48.0,Early or on time,539624.0,510.0,,0.0,0
1410,545177,390509,connect,ended,72.0,1 to 2 hours,542725.0,720.0,,0.0,0
1411,545569,395922,mobile,ended,262.0,2 to 5 hours,,,,0.0,0
1412,545612,340112,mobile,ended,89.0,1 to 2 hours,,,,0.0,0
1413,545634,380497,mobile,ended,-155.0,Early or on time,,,,0.0,0
1414,545709,375421,connect,ended,13.0,< 30 minutes,,,,0.0,0
1415,545791,376889,mobile,ended,-1418.0,Early or on time,,,,0.0,0
1416,545831,214635,connect,ended,11.0,< 30 minutes,,,,0.0,0
1417,545940,351660,connect,canceled,,Unknown,,,,0.0,0
1418,545960,390039,mobile,canceled,,Unknown,,,,0.0,0
1419,546122,406082,mobile,ended,0.0,Early or on time,,,,0.0,0
1420,546151,384407,mobile,ended,167.0,2 to 5 hours,,,,0.0,0
1421,546218,340703,mobile,ended,,Unknown,,,,0.0,0
1422,546406,310518,mobile,ended,-8.0,Early or on time,545465.0,330.0,,0.0,0
1423,546480,371031,mobile,canceled,,Unknown,,,,0.0,0
1424,546507,282666,mobile,canceled,,Unknown,,,,0.0,0
1425,546587,386784,mobile,ended,-6.0,Early or on time,,,,0.0,0
1426,546588,273281,connect,ended,4.0,< 30 minutes,,,,0.0,0
1427,546608,334220,mobile,ended,-89.0,Early or on time,,,,0.0,0
1428,546653,327336,mobile,ended,-77.0,Early or on time,,,,0.0,0
1429,546671,353274,mobile,ended,-178.0,Early or on time,,,,0.0,0
1430,546721,348482,connect,ended,-130.0,Early or on time,,,,0.0,0
1431,546722,398020,mobile,ended,-22.0,Early or on time,,,,0.0,0
1432,546723,380455,mobile,ended,,Unknown,,,,0.0,0
1433,505561,267619,mobile,ended,16.0,< 30 minutes,,,,0.0,0
1434,506817,362765,mobile,ended,-12.0,Early or on time,,,,0.0,0
1435,509309,289383,mobile,canceled,,Unknown,,,,0.0,0
1436,509729,331903,mobile,ended,19.0,< 30 minutes,,,,0.0,0
1437,510675,398002,mobile,ended,146.0,2 to 5 hours,,,,0.0,0
1438,510786,316920,mobile,ended,352.0,5 to 24 hours,,,,0.0,0
1439,511671,400139,mobile,ended,-4.0,Early or on time,,,,0.0,0
1440,511719,402858,mobile,ended,71.0,1 to 2 hours,,,,0.0,0
1441,512682,159533,connect,ended,-125.0,Early or on time,,,,0.0,0
1442,513952,332564,mobile,ended,2444.0,1 day or more,,,,0.0,0
1443,514820,329757,mobile,ended,22.0,< 30 minutes,,,,0.0,0
1444,516000,400540,mobile,ended,,Unknown,,,,0.0,0
1445,516299,324641,mobile,ended,-311.0,Early or on time,,,,0.0,0
1446,516943,400517,mobile,ended,859.0,5 to 24 hours,,,,0.0,0
1447,517337,384059,mobile,ended,,Unknown,,,,0.0,0
1448,518200,398377,mobile,ended,-85.0,Early or on time,,,,0.0,0
1449,519385,294141,mobile,ended,-60.0,Early or on time,,,,0.0,0
1450,519394,296021,connect,canceled,,Unknown,,,,0.0,0
1451,519538,166965,mobile,canceled,,Unknown,,,,0.0,0
1452,519750,390468,mobile,ended,,Unknown,,,,0.0,0
1453,520485,304392,connect,canceled,,Unknown,,,,0.0,0
1454,520538,405185,mobile,ended,-10.0,Early or on time,,,,0.0,0
1455,520936,222277,mobile,ended,136.0,2 to 5 hours,,,,0.0,0
1456,521740,388596,mobile,ended,-83.0,Early or on time,,,,0.0,0
1457,523342,405036,mobile,canceled,,Unknown,,,,0.0,0
1458,524564,378847,mobile,canceled,,Unknown,,,,0.0,0
1459,525239,305574,mobile,ended,78.0,1 to 2 hours,,,,0.0,0
1460,525399,385073,mobile,ended,49.0,< 1 hour,,,,0.0,0
1461,525573,406413,mobile,ended,15.0,< 30 minutes,,,,0.0,0
1462,525705,387353,mobile,ended,-47.0,Early or on time,,,,0.0,0
1463,525929,294637,mobile,ended,26.0,< 30 minutes,,,,0.0,0
1464,525934,371952,mobile,ended,187.0,2 to 5 hours,,,,0.0,0
1465,526018,371539,connect,ended,27.0,< 30 minutes,,,,0.0,0
1466,526111,377781,mobile,ended,-2.0,Early or on time,539387.0,660.0,,0.0,0
1467,528289,328016,mobile,ended,-172.0,Early or on time,,,,0.0,0
1468,528614,371031,mobile,canceled,,Unknown,,,,0.0,0
1469,528799,380413,mobile,ended,131.0,2 to 5 hours,,,,0.0,0
1470,528947,265989,mobile,ended,65.0,1 to 2 hours,,,,0.0,0
1471,529001,405571,mobile,ended,14.0,< 30 minutes,,,,0.0,0
1472,529155,375273,mobile,ended,-75.0,Early or on time,,,,0.0,0
1473,530111,385174,mobile,ended,96.0,1 to 2 hours,,,,0.0,0
1474,530405,368367,mobile,canceled,,Unknown,,,,0.0,0
1475,530468,251054,mobile,ended,137.0,2 to 5 hours,,,,0.0,0
1476,530575,382444,mobile,ended,-12.0,Early or on time,,,,0.0,0
1477,530711,289798,mobile,ended,-50.0,Early or on time,,,,0.0,0
1478,531348,360289,mobile,ended,-343.0,Early or on time,,,,0.0,0
1479,531744,330591,mobile,ended,-71.0,Early or on time,,,,0.0,0
1480,532610,383481,mobile,ended,-6.0,Early or on time,,,,0.0,0
1481,532885,380653,mobile,ended,15.0,< 30 minutes,,,,0.0,0
1482,533021,390509,connect,ended,128.0,2 to 5 hours,,,,0.0,0
1483,533137,280706,mobile,ended,-92.0,Early or on time,,,,0.0,0
1484,533183,296201,mobile,ended,-3.0,Early or on time,,,,0.0,0
1485,533247,343983,mobile,ended,209.0,2 to 5 hours,,,,0.0,0
1486,533570,271621,mobile,canceled,,Unknown,561375.0,120.0,,0.0,0
1487,533612,200122,mobile,ended,-136.0,Early or on time,,,,0.0,0
1488,533860,377244,mobile,ended,63.0,1 to 2 hours,,,,0.0,0
1489,533964,376365,mobile,ended,-87.0,Early or on time,,,,0.0,0
1490,534086,307819,mobile,ended,-885.0,Early or on time,,,,0.0,0
1491,534179,395157,mobile,ended,-25.0,Early or on time,,,,0.0,0
1492,534203,354467,mobile,ended,,Unknown,,,,0.0,0
1493,534554,248014,mobile,ended,1038.0,5 to 24 hours,,,,0.0,0
1494,534558,307695,mobile,ended,,Unknown,,,,0.0,0
1495,534575,296765,connect,ended,1.0,< 30 minutes,,,,0.0,0
1496,534617,394299,mobile,ended,-8.0,Early or on time,,,,0.0,0
1497,534697,394286,mobile,ended,7.0,< 30 minutes,,,,0.0,0
1498,534705,299059,mobile,ended,74.0,1 to 2 hours,,,,0.0,0
1499,533774,394671,mobile,ended,5.0,< 30 minutes,,,,0.0,0
1500,534186,164583,mobile,ended,,Unknown,,,,0.0,0
1501,534227,407397,mobile,ended,-52.0,Early or on time,,,,0.0,0
1502,534670,336382,mobile,ended,128.0,2 to 5 hours,,,,0.0,0
1503,534786,257604,mobile,ended,11.0,< 30 minutes,,,,0.0,0
1504,534838,345246,mobile,ended,508.0,5 to 24 hours,,,,0.0,0
1505,534992,242223,mobile,ended,-178.0,Early or on time,,,,0.0,0
1506,534999,340014,connect,ended,346.0,5 to 24 hours,,,,0.0,0
1507,535009,376876,mobile,ended,1133.0,5 to 24 hours,,,,0.0,0
1508,535030,407334,mobile,ended,69.0,1 to 2 hours,537148.0,60.0,,0.0,0
1509,535620,368427,mobile,ended,735.0,5 to 24 hours,,,,0.0,0
1510,535718,362800,mobile,ended,1691.0,1 day or more,,,,0.0,0
1511,536022,383329,mobile,ended,14.0,< 30 minutes,539569.0,120.0,,0.0,0
1512,536125,390199,mobile,ended,1057.0,5 to 24 hours,,,,0.0,0
1513,536227,406554,mobile,canceled,,Unknown,,,,0.0,0
1514,536254,305816,connect,ended,137.0,2 to 5 hours,,,,0.0,0
1515,536346,291581,mobile,ended,144.0,2 to 5 hours,,,,0.0,0
1516,536374,308579,mobile,ended,-59.0,Early or on time,537187.0,120.0,,0.0,0
1517,536419,407683,mobile,ended,22.0,< 30 minutes,,,,0.0,0
1518,536452,401460,mobile,ended,588.0,5 to 24 hours,,,,0.0,0
1519,536531,408937,mobile,ended,-41.0,Early or on time,,,,0.0,0
1520,536646,380038,mobile,ended,88.0,1 to 2 hours,,,,0.0,0
1521,536679,284054,mobile,ended,,Unknown,,,,0.0,0
1522,536722,387431,mobile,canceled,,Unknown,536764.0,180.0,,0.0,0
1523,536906,284132,mobile,ended,9.0,< 30 minutes,,,,0.0,0
1524,536987,396281,mobile,canceled,,Unknown,,,,0.0,0
1525,537076,401964,mobile,ended,-57.0,Early or on time,,,,0.0,0
1526,537118,392026,mobile,ended,121.0,2 to 5 hours,,,,0.0,0
1527,537187,308579,mobile,ended,109.0,1 to 2 hours,,,,0.0,0
1528,537232,400064,mobile,ended,26.0,< 30 minutes,,,,0.0,0
1529,537423,393723,connect,canceled,,Unknown,,,,0.0,0
1530,537483,350769,mobile,ended,34.0,< 1 hour,,,,0.0,0
1531,537524,267414,mobile,ended,95.0,1 to 2 hours,,,,0.0,0
1532,537659,373893,connect,ended,-4.0,Early or on time,,,,0.0,0
1533,537674,374360,connect,canceled,,Unknown,,,,0.0,0
1534,537778,379111,mobile,ended,1499.0,1 day or more,,,,0.0,0
1535,537997,355787,mobile,canceled,,Unknown,,,,0.0,0
1536,538050,309601,mobile,ended,,Unknown,,,,0.0,0
1537,538286,346446,mobile,ended,-65.0,Early or on time,,,,0.0,0
1538,538330,379984,mobile,ended,31.0,< 1 hour,532790.0,0.0,,0.0,0
1539,538373,372027,mobile,ended,-105.0,Early or on time,,,,0.0,0
1540,538458,357631,mobile,ended,-321.0,Early or on time,,,,0.0,0
1541,538493,396414,mobile,ended,,Unknown,,,,0.0,0
1542,538496,348267,mobile,ended,175.0,2 to 5 hours,,,,0.0,0
1543,538734,374335,mobile,ended,258.0,2 to 5 hours,,,,0.0,0
1544,538890,371159,connect,ended,-257.0,Early or on time,,,,0.0,0
1545,539076,401826,mobile,ended,-87.0,Early or on time,,,,0.0,0
1546,539299,282675,mobile,ended,-115.0,Early or on time,,,,0.0,0
1547,539315,364907,connect,ended,28.0,< 30 minutes,,,,0.0,0
1548,539360,380345,mobile,ended,-34.0,Early or on time,,,,0.0,0
1549,539381,409581,mobile,ended,,Unknown,,,,0.0,0
1550,539421,316744,connect,ended,-6.0,Early or on time,,,,0.0,0
1551,539578,408315,mobile,ended,17.0,< 30 minutes,,,,0.0,0
1552,539596,382821,connect,ended,-5.0,Early or on time,,,,0.0,0
1553,539598,409572,mobile,ended,,Unknown,,,,0.0,0
1554,539625,337217,mobile,ended,-95.0,Early or on time,537192.0,270.0,,0.0,0
1555,539641,381754,mobile,ended,14.0,< 30 minutes,,,,0.0,0
1556,539655,312716,mobile,ended,-1.0,Early or on time,,,,0.0,0
1557,539720,381029,mobile,ended,-534.0,Early or on time,,,,0.0,0
1558,539861,399992,mobile,ended,37.0,< 1 hour,,,,0.0,0
1559,539937,364907,connect,canceled,,Unknown,,,,0.0,0
1560,539971,243869,mobile,canceled,,Unknown,,,,0.0,0
1561,540002,371580,mobile,ended,-20.0,Early or on time,,,,0.0,0
1562,540005,384097,mobile,canceled,,Unknown,,,,0.0,0
1563,540073,348784,mobile,ended,67.0,1 to 2 hours,,,,0.0,0
1564,540093,239136,mobile,ended,42.0,< 1 hour,,,,0.0,0
1565,534880,399718,mobile,ended,-115.0,Early or on time,,,,0.0,0
1566,535112,385823,mobile,ended,-6.0,Early or on time,,,,0.0,0
1567,535147,324889,mobile,ended,,Unknown,,,,0.0,0
1568,535240,404075,mobile,ended,-83.0,Early or on time,,,,0.0,0
1569,535287,399230,mobile,ended,-39.0,Early or on time,,,,0.0,0
1570,535363,304615,mobile,canceled,,Unknown,,,,0.0,0
1571,535375,389482,mobile,ended,-2.0,Early or on time,,,,0.0,0
1572,535574,381938,mobile,ended,-95.0,Early or on time,,,,0.0,0
1573,535749,403430,mobile,ended,-74.0,Early or on time,536548.0,0.0,,0.0,0
1574,535761,408340,mobile,ended,,Unknown,,,,0.0,0
1575,535896,206938,mobile,ended,86.0,1 to 2 hours,,,,0.0,0
1576,536086,348294,connect,ended,88.0,1 to 2 hours,,,,0.0,0
1577,536112,226848,mobile,ended,89.0,1 to 2 hours,,,,0.0,0
1578,536249,391430,mobile,canceled,,Unknown,,,,0.0,0
1579,536341,365635,connect,canceled,,Unknown,,,,0.0,0
1580,536423,225795,connect,canceled,,Unknown,,,,0.0,0
1581,536453,310576,connect,ended,-36.0,Early or on time,,,,0.0,0
1582,536528,288020,mobile,ended,18.0,< 30 minutes,,,,0.0,0
1583,536548,403430,mobile,ended,,Unknown,,,,0.0,0
1584,536562,406990,mobile,ended,96.0,1 to 2 hours,,,,0.0,0
1585,536590,386371,mobile,ended,-273.0,Early or on time,,,,0.0,0
1586,536662,395787,mobile,ended,-33.0,Early or on time,,,,0.0,0
1587,536761,265664,connect,ended,-3.0,Early or on time,,,,0.0,0
1588,536792,407295,mobile,ended,-23.0,Early or on time,,,,0.0,0
1589,536825,409176,mobile,ended,166.0,2 to 5 hours,,,,0.0,0
1590,536839,409197,mobile,ended,-4.0,Early or on time,,,,0.0,0
1591,536866,360379,mobile,ended,,Unknown,,,,0.0,0
1592,536917,294739,mobile,ended,228.0,2 to 5 hours,,,,0.0,0
1593,537208,275810,mobile,ended,48.0,< 1 hour,,,,0.0,0
1594,537246,340051,mobile,canceled,,Unknown,,,,0.0,0
1595,537372,405889,mobile,ended,-153.0,Early or on time,,,,0.0,0
1596,537378,336873,mobile,ended,14.0,< 30 minutes,,,,0.0,0
1597,537502,298280,mobile,ended,-160.0,Early or on time,,,,0.0,0
1598,537504,358772,connect,ended,-43.0,Early or on time,,,,0.0,0
1599,537531,408772,mobile,canceled,,Unknown,,,,0.0,0
1600,537786,291307,mobile,ended,-17.0,Early or on time,,,,0.0,0
1601,537788,402803,mobile,ended,7.0,< 30 minutes,,,,0.0,0
1602,537866,395671,mobile,ended,29.0,< 30 minutes,,,,0.0,0
1603,537880,314466,connect,ended,-38.0,Early or on time,,,,0.0,0
1604,537901,337534,mobile,canceled,,Unknown,,,,0.0,0
1605,537948,274476,mobile,canceled,,Unknown,,,,0.0,0
1606,538037,231188,mobile,ended,-14.0,Early or on time,,,,0.0,0
1607,538190,399926,mobile,ended,9.0,< 30 minutes,,,,0.0,0
1608,538207,312078,connect,ended,-128.0,Early or on time,,,,0.0,0
1609,538360,384744,mobile,ended,,Unknown,,,,0.0,0
1610,538374,338465,mobile,canceled,,Unknown,,,,0.0,0
1611,538503,384233,mobile,ended,-31.0,Early or on time,,,,0.0,0
1612,538610,385721,connect,ended,31.0,< 1 hour,,,,0.0,0
1613,538715,402870,mobile,ended,38.0,< 1 hour,,,,0.0,0
1614,538798,391883,connect,ended,-51.0,Early or on time,,,,0.0,0
1615,538846,409406,mobile,ended,9.0,< 30 minutes,,,,0.0,0
1616,538867,331714,mobile,ended,40.0,< 1 hour,,,,0.0,0
1617,538877,336847,mobile,ended,5.0,< 30 minutes,,,,0.0,0
1618,538983,383720,connect,ended,-31.0,Early or on time,,,,0.0,0
1619,539092,392685,mobile,canceled,,Unknown,,,,0.0,0
1620,539119,362199,connect,ended,-262.0,Early or on time,,,,0.0,0
1621,539151,282893,mobile,canceled,,Unknown,548646.0,30.0,201.0,-171.0,1
1622,539205,249274,connect,canceled,,Unknown,,,,0.0,0
1623,539357,267155,mobile,ended,,Unknown,,,,0.0,0
1624,539358,396536,mobile,canceled,,Unknown,,,,0.0,0
1625,539370,402235,mobile,ended,-105.0,Early or on time,542031.0,120.0,,0.0,0
1626,539383,352393,connect,canceled,,Unknown,,,,0.0,0
1627,539545,370793,mobile,ended,-112.0,Early or on time,,,,0.0,0
1628,539568,349420,mobile,ended,518.0,5 to 24 hours,,,,0.0,0
1629,539651,266641,mobile,ended,-74.0,Early or on time,,,,0.0,0
1630,546744,355023,connect,ended,115.0,1 to 2 hours,,,,0.0,0
1631,546835,398733,mobile,ended,-84.0,Early or on time,,,,0.0,0
1632,546843,404797,mobile,canceled,,Unknown,,,,0.0,0
1633,546852,388215,mobile,ended,801.0,5 to 24 hours,,,,0.0,0
1634,546874,294327,connect,canceled,,Unknown,,,,0.0,0
1635,546919,366113,mobile,ended,21.0,< 30 minutes,,,,0.0,0
1636,546922,384056,mobile,canceled,,Unknown,,,,0.0,0
1637,545338,315694,mobile,canceled,,Unknown,,,,0.0,0
1638,545359,362620,mobile,ended,18.0,< 30 minutes,,,,0.0,0
1639,545400,310458,mobile,ended,148.0,2 to 5 hours,,,,0.0,0
1640,545430,409737,mobile,ended,-14.0,Early or on time,,,,0.0,0
1641,545589,337266,connect,ended,4.0,< 30 minutes,,,,0.0,0
1642,545695,404906,mobile,canceled,,Unknown,,,,0.0,0
1643,545811,386259,connect,ended,155.0,2 to 5 hours,,,,0.0,0
1644,545932,216080,mobile,ended,-32.0,Early or on time,,,,0.0,0
1645,546022,387563,mobile,ended,139.0,2 to 5 hours,,,,0.0,0
1646,546029,336798,mobile,ended,47.0,< 1 hour,,,,0.0,0
1647,546050,384479,mobile,ended,-778.0,Early or on time,,,,0.0,0
1648,546115,325983,mobile,ended,,Unknown,,,,0.0,0
1649,546195,385303,connect,ended,-16.0,Early or on time,,,,0.0,0
1650,546352,387939,mobile,ended,91.0,1 to 2 hours,,,,0.0,0
1651,546374,272724,mobile,ended,-1535.0,Early or on time,,,,0.0,0
1652,546378,316936,connect,ended,227.0,2 to 5 hours,,,,0.0,0
1653,546400,395608,mobile,ended,11.0,< 30 minutes,,,,0.0,0
1654,546525,404595,mobile,ended,-7.0,Early or on time,,,,0.0,0
1655,546543,404129,connect,ended,-161.0,Early or on time,,,,0.0,0
1656,546773,315030,mobile,ended,251.0,2 to 5 hours,,,,0.0,0
1657,546784,390871,connect,ended,-25.0,Early or on time,,,,0.0,0
1658,546829,219550,connect,ended,,Unknown,,,,0.0,0
1659,546948,402528,connect,canceled,,Unknown,556249.0,330.0,,0.0,0
1660,547037,301301,connect,ended,-104.0,Early or on time,,,,0.0,0
1661,547041,366981,connect,ended,180.0,2 to 5 hours,,,,0.0,0
1662,547241,328016,mobile,ended,,Unknown,,,,0.0,0
1663,547296,375621,connect,ended,90.0,1 to 2 hours,,,,0.0,0
1664,547297,405828,mobile,ended,-60.0,Early or on time,,,,0.0,0
1665,547347,385756,connect,ended,273.0,2 to 5 hours,,,,0.0,0
1666,547459,384494,mobile,ended,2.0,< 30 minutes,,,,0.0,0
1667,547463,307689,mobile,canceled,,Unknown,,,,0.0,0
1668,547570,298040,mobile,ended,-143.0,Early or on time,,,,0.0,0
1669,547591,310846,mobile,ended,,Unknown,,,,0.0,0
1670,547721,392656,mobile,canceled,,Unknown,,,,0.0,0
1671,547744,407419,connect,ended,-2.0,Early or on time,,,,0.0,0
1672,547774,375313,mobile,ended,5.0,< 30 minutes,,,,0.0,0
1673,547784,411746,mobile,ended,-2.0,Early or on time,,,,0.0,0
1674,547899,319886,connect,ended,-14.0,Early or on time,,,,0.0,0
1675,548061,343817,mobile,ended,34.0,< 1 hour,,,,0.0,0
1676,548211,298323,mobile,ended,79.0,1 to 2 hours,,,,0.0,0
1677,548269,282630,mobile,canceled,,Unknown,,,,0.0,0
1678,548374,359887,mobile,ended,,Unknown,,,,0.0,0
1679,548422,392087,mobile,ended,68.0,1 to 2 hours,,,,0.0,0
1680,548445,384747,mobile,ended,-20.0,Early or on time,,,,0.0,0
1681,548484,370055,connect,ended,-556.0,Early or on time,,,,0.0,0
1682,505153,293327,mobile,ended,468.0,5 to 24 hours,,,,0.0,0
1683,507145,341831,mobile,ended,-29.0,Early or on time,,,,0.0,0
1684,507897,193909,mobile,ended,172.0,2 to 5 hours,,,,0.0,0
1685,508536,238800,mobile,ended,,Unknown,,,,0.0,0
1686,509018,285829,connect,ended,57.0,< 1 hour,,,,0.0,0
1687,512773,294189,mobile,ended,136.0,2 to 5 hours,,,,0.0,0
1688,513839,346513,mobile,ended,-19.0,Early or on time,,,,0.0,0
1689,514023,358849,connect,ended,-56.0,Early or on time,,,,0.0,0
1690,514563,198801,mobile,ended,-43.0,Early or on time,,,,0.0,0
1691,514929,378119,mobile,canceled,,Unknown,,,,0.0,0
1692,515622,369893,mobile,ended,14.0,< 30 minutes,,,,0.0,0
1693,515712,361232,mobile,canceled,,Unknown,,,,0.0,0
1694,516707,269750,mobile,ended,856.0,5 to 24 hours,,,,0.0,0
1695,516833,388501,mobile,ended,-58.0,Early or on time,,,,0.0,0
1696,516923,380478,mobile,canceled,,Unknown,,,,0.0,0
1697,517289,384123,mobile,ended,37.0,< 1 hour,,,,0.0,0
1698,517354,360574,mobile,canceled,,Unknown,,,,0.0,0
1699,518001,298248,mobile,canceled,,Unknown,,,,0.0,0
1700,518304,404708,mobile,ended,,Unknown,,,,0.0,0
1701,518569,277669,mobile,ended,14.0,< 30 minutes,523594.0,480.0,,0.0,0
1702,518608,403962,mobile,canceled,,Unknown,,,,0.0,0
1703,519368,358785,mobile,ended,-90.0,Early or on time,,,,0.0,0
1704,520081,288955,mobile,canceled,,Unknown,,,,0.0,0
1705,520126,381583,mobile,ended,-87.0,Early or on time,,,,0.0,0
1706,520158,381981,mobile,canceled,,Unknown,,,,0.0,0
1707,521124,383309,mobile,ended,98.0,1 to 2 hours,,,,0.0,0
1708,521314,304068,mobile,ended,36.0,< 1 hour,,,,0.0,0
1709,521343,401387,mobile,ended,86.0,1 to 2 hours,,,,0.0,0
1710,521541,369766,mobile,ended,3.0,< 30 minutes,,,,0.0,0
1711,521852,359045,connect,ended,650.0,5 to 24 hours,,,,0.0,0
1712,522237,360289,mobile,ended,35.0,< 1 hour,,,,0.0,0
1713,522622,308421,mobile,canceled,,Unknown,,,,0.0,0
1714,522798,384407,mobile,canceled,,Unknown,,,,0.0,0
1715,522930,296815,connect,ended,-87.0,Early or on time,,,,0.0,0
1716,523001,346305,mobile,ended,-50.0,Early or on time,,,,0.0,0
1717,523243,386409,mobile,ended,-7.0,Early or on time,,,,0.0,0
1718,523347,282577,mobile,ended,-229.0,Early or on time,,,,0.0,0
1719,523567,334828,mobile,ended,,Unknown,,,,0.0,0
