,rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,delay_interval,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,previous_rental_delay,waiting_time,impacted
8268,548728,353087,mobile,ended,64.0,1 to 2 hours,,,,0.0,0
8269,548759,374347,mobile,ended,13.0,< 30 minutes,,,,0.0,0
8270,548763,334924,mobile,ended,66.0,1 to 2 hours,534311.0,180.0,320.0,-140.0,1
8271,548903,360981,mobile,ended,221.0,2 to 5 hours,549631.0,30.0,,0.0,0
8272,548977,292580,mobile,ended,120.0,2 to 5 hours,,,,0.0,0
8273,549000,410393,mobile,ended,61.0,1 to 2 hours,,,,0.0,0
8274,549119,404195,mobile,ended,3.0,< 30 minutes,,,,0.0,0
8275,549215,403206,mobile,ended,-25.0,Early or on time,,,,0.0,0
8276,549254,385178,connect,ended,141.0,2 to 5 hours,,,,0.0,0
8277,549282,378786,mobile,ended,248.0,2 to 5 hours,,,,0.0,0
8278,549348,389498,mobile,ended,127.0,2 to 5 hours,,,,0.0,0
8279,549433,368794,mobile,ended,,Unknown,,,,0.0,0
8280,549506,407181,mobile,ended,35.0,< 1 hour,,,,0.0,0
8281,549658,355842,connect,ended,-101.0,Early or on time,,,,0.0,0
8282,549855,405622,mobile,ended,24.0,< 30 minutes,,,,0.0,0
8283,549912,350502,connect,ended,-70.0,Early or on time,,,,0.0,0
8284,550033,285452,connect,ended,31.0,< 1 hour,545931.0,0.0,,0.0,0
8285,550275,388604,mobile,ended,-23.0,Early or on time,,,,0.0,0
8286,550299,304775,connect,ended,-132.0,Early or on time,,,,0.0,0
8287,550301,354331,mobile,ended,61.0,1 to 2 hours,,,,0.0,0
8288,550370,373948,mobile,ended,,Unknown,,,,0.0,0
8289,550487,347859,mobile,ended,-80.0,Early or on time,,,,0.0,0
8290,550503,248627,mobile,ended,25.0,< 30 minutes,,,,0.0,0
8291,550539,348225,mobile,ended,-59.0,Early or on time,,,,0.0,0
8292,550546,273577,mobile,ended,124.0,2 to 5 hours,,,,0.0,0
8293,550643,344272,mobile,ended,-574.0,Early or on time,,,,0.0,0
8294,550653,369801,mobile,ended,-110.0,Early or on time,,,,0.0,0
8295,550680,223476,mobile,ended,102.0,1 to 2 hours,,,,0.0,0
8296,550687,366164,connect,ended,-139.0,Early or on time,,,,0.0,0
8297,550735,362860,mobile,ended,-40.0,Early or on time,,,,0.0,0
8298,550747,314845,mobile,canceled,,Unknown,,,,0.0,0
8299,550754,403870,mobile,ended,-2.0,Early or on time,,,,0.0,0
8300,550763,371509,mobile,ended,802.0,5 to 24 hours,,,,0.0,0
8301,550815,339442,mobile,ended,28.0,< 30 minutes,,,,0.0,0
8302,550871,213704,mobile,ended,7.0,< 30 minutes,,,,0.0,0
8303,550976,296351,mobile,canceled,,Unknown,,,,0.0,0
8304,551054,339412,mobile,canceled,,Unknown,,,,0.0,0
8305,551118,409227,mobile,ended,-1429.0,Early or on time,,,,0.0,0
8306,551121,352393,connect,ended,39.0,< 1 hour,548333.0,480.0,,0.0,0
8307,551272,339488,mobile,ended,,Unknown,,,,0.0,0
8308,551337,314456,connect,ended,-37.0,Early or on time,556481.0,480.0,,0.0,0
8309,551412,281116,mobile,ended,-14.0,Early or on time,,,,0.0,0
8310,544780,346952,mobile,ended,70.0,1 to 2 hours,,,,0.0,0
8311,544889,343369,mobile,ended,403.0,5 to 24 hours,,,,0.0,0
8312,545150,394928,connect,ended,-95.0,Early or on time,,,,0.0,0
8313,545317,258671,mobile,ended,-19.0,Early or on time,,,,0.0,0
8314,545492,364907,connect,ended,97.0,1 to 2 hours,,,,0.0,0
8315,545829,395922,mobile,ended,271.0,2 to 5 hours,,,,0.0,0
8316,545838,385721,connect,ended,202.0,2 to 5 hours,,,,0.0,0
8317,545843,405541,mobile,ended,-2759.0,Early or on time,,,,0.0,0
8318,546026,401649,connect,ended,2.0,< 30 minutes,,,,0.0,0
8319,546167,411172,mobile,canceled,,Unknown,,,,0.0,0
8320,546222,307635,mobile,ended,-1.0,Early or on time,,,,0.0,0
8321,546286,386802,mobile,canceled,,Unknown,,,,0.0,0
8322,546385,221830,mobile,canceled,,Unknown,,,,0.0,0
8323,546388,410697,mobile,canceled,,Unknown,,,,0.0,0
8324,546423,394928,connect,ended,-63.0,Early or on time,,,,0.0,0
8325,546476,245884,mobile,ended,243.0,2 to 5 hours,,,,0.0,0
8326,546485,382758,mobile,ended,429.0,5 to 24 hours,,,,0.0,0
8327,546555,376642,mobile,ended,397.0,5 to 24 hours,,,,0.0,0
8328,546591,374933,mobile,canceled,,Unknown,,,,0.0,0
8329,546665,410870,mobile,ended,,Unknown,,,,0.0,0
8330,546727,401262,mobile,ended,39.0,< 1 hour,544217.0,90.0,,0.0,0
8331,546798,354138,mobile,ended,13.0,< 30 minutes,,,,0.0,0
8332,547095,339540,mobile,ended,119.0,1 to 2 hours,535528.0,60.0,,0.0,0
8333,547317,405624,connect,ended,20.0,< 30 minutes,,,,0.0,0
8334,547325,203773,connect,ended,-86.0,Early or on time,,,,0.0,0
8335,547418,399863,mobile,ended,6.0,< 30 minutes,,,,0.0,0
8336,547493,346697,mobile,ended,78.0,1 to 2 hours,557319.0,690.0,,0.0,0
8337,547513,388111,mobile,canceled,,Unknown,,,,0.0,0
8338,547597,381499,connect,ended,-20.0,Early or on time,,,,0.0,0
8339,547656,301367,mobile,ended,14.0,< 30 minutes,,,,0.0,0
8340,547693,378510,mobile,ended,76.0,1 to 2 hours,,,,0.0,0
8341,547776,398855,mobile,ended,-53.0,Early or on time,,,,0.0,0
8342,547829,313602,connect,ended,-86.0,Early or on time,,,,0.0,0
8343,547833,408047,mobile,ended,-1034.0,Early or on time,,,,0.0,0
8344,547862,380731,mobile,ended,-12.0,Early or on time,,,,0.0,0
8345,547962,409069,mobile,ended,-1.0,Early or on time,,,,0.0,0
8346,548070,295754,mobile,canceled,,Unknown,,,,0.0,0
8347,548078,315303,mobile,ended,-7.0,Early or on time,,,,0.0,0
8348,548134,387318,mobile,ended,104.0,1 to 2 hours,,,,0.0,0
8349,548156,411901,mobile,ended,159.0,2 to 5 hours,,,,0.0,0
8350,548182,398243,mobile,ended,51.0,< 1 hour,,,,0.0,0
8351,548210,384837,mobile,ended,156.0,2 to 5 hours,,,,0.0,0
8352,548228,264348,mobile,ended,46.0,< 1 hour,,,,0.0,0
8353,548314,365502,mobile,ended,-53.0,Early or on time,,,,0.0,0
8354,548477,375389,mobile,ended,36.0,< 1 hour,,,,0.0,0
8355,548535,324513,mobile,ended,18.0,< 30 minutes,,,,0.0,0
8356,548558,219550,mobile,ended,24.0,< 30 minutes,,,,0.0,0
8357,548607,224455,mobile,ended,,Unknown,,,,0.0,0
8358,548698,381708,connect,ended,13.0,< 30 minutes,,,,0.0,0
8359,548731,332880,connect,ended,-89.0,Early or on time,,,,0.0,0
8360,548922,188698,mobile,ended,26.0,< 30 minutes,,,,0.0,0
8361,549049,373237,mobile,ended,87.0,1 to 2 hours,,,,0.0,0
8362,549064,347699,mobile,canceled,,Unknown,,,,0.0,0
8363,549182,411097,mobile,ended,,Unknown,,,,0.0,0
8364,549232,192628,mobile,ended,34.0,< 1 hour,,,,0.0,0
8365,549257,385782,mobile,canceled,,Unknown,,,,0.0,0
8366,549268,375155,mobile,canceled,,Unknown,,,,0.0,0
8367,549361,375233,mobile,ended,70.0,1 to 2 hours,,,,0.0,0
8368,549367,400980,mobile,ended,129.0,2 to 5 hours,,,,0.0,0
8369,548650,365017,mobile,canceled,,Unknown,,,,0.0,0
8370,548654,364520,mobile,ended,21.0,< 30 minutes,,,,0.0,0
8371,548793,393078,mobile,ended,-2.0,Early or on time,,,,0.0,0
8372,548895,355179,mobile,ended,-73.0,Early or on time,,,,0.0,0
8373,548969,312348,mobile,ended,-850.0,Early or on time,,,,0.0,0
8374,549046,294107,mobile,ended,-4.0,Early or on time,,,,0.0,0
8375,549097,348551,mobile,ended,-15.0,Early or on time,,,,0.0,0
8376,549102,303010,mobile,ended,-237.0,Early or on time,,,,0.0,0
8377,549110,378072,connect,ended,29.0,< 30 minutes,,,,0.0,0
8378,549140,379244,mobile,ended,-31.0,Early or on time,,,,0.0,0
8379,549227,304646,mobile,ended,62.0,1 to 2 hours,,,,0.0,0
8380,549265,402654,mobile,ended,,Unknown,,,,0.0,0
8381,549283,331284,mobile,ended,-60.0,Early or on time,,,,0.0,0
8382,549342,388490,mobile,ended,-8.0,Early or on time,,,,0.0,0
8383,549364,360901,mobile,ended,17.0,< 30 minutes,,,,0.0,0
8384,549509,368432,mobile,canceled,,Unknown,567818.0,630.0,,0.0,0
8385,549553,381575,mobile,ended,27.0,< 30 minutes,,,,0.0,0
8386,549559,340394,mobile,ended,63.0,1 to 2 hours,,,,0.0,0
8387,549637,394752,mobile,ended,-35.0,Early or on time,,,,0.0,0
8388,549639,223783,connect,canceled,,Unknown,,,,0.0,0
8389,549796,371572,connect,ended,-96.0,Early or on time,543535.0,60.0,,0.0,0
8390,549832,324680,mobile,ended,196.0,2 to 5 hours,,,,0.0,0
8391,550009,353680,mobile,canceled,,Unknown,,,,0.0,0
8392,550026,350231,mobile,ended,147.0,2 to 5 hours,,,,0.0,0
8393,550047,402010,mobile,ended,119.0,1 to 2 hours,,,,0.0,0
8394,550165,349773,mobile,ended,27.0,< 30 minutes,,,,0.0,0
8395,550183,375915,mobile,ended,-1333.0,Early or on time,,,,0.0,0
8396,550247,408117,mobile,ended,1.0,< 30 minutes,,,,0.0,0
8397,550294,382243,mobile,ended,-37.0,Early or on time,,,,0.0,0
8398,550383,339015,mobile,ended,2.0,< 30 minutes,,,,0.0,0
8399,550401,383804,connect,canceled,,Unknown,,,,0.0,0
8400,550412,400417,mobile,ended,-46.0,Early or on time,,,,0.0,0
8401,550440,409992,mobile,ended,,Unknown,,,,0.0,0
8402,550528,409993,connect,ended,71.0,1 to 2 hours,,,,0.0,0
8403,550555,372858,mobile,ended,65.0,1 to 2 hours,,,,0.0,0
8404,550883,412104,mobile,ended,,Unknown,,,,0.0,0
8405,551049,345911,mobile,ended,161.0,2 to 5 hours,,,,0.0,0
8406,551224,361482,mobile,ended,387.0,5 to 24 hours,,,,0.0,0
8407,551276,397786,mobile,ended,,Unknown,,,,0.0,0
8408,551447,275062,connect,ended,-7.0,Early or on time,,,,0.0,0
8409,551526,317770,connect,ended,75.0,1 to 2 hours,,,,0.0,0
8410,551652,356434,mobile,ended,-3.0,Early or on time,,,,0.0,0
8411,552205,397786,mobile,ended,-4.0,Early or on time,,,,0.0,0
8412,552229,334166,mobile,ended,85.0,1 to 2 hours,,,,0.0,0
8413,552381,406527,mobile,canceled,,Unknown,,,,0.0,0
8414,552508,374475,mobile,ended,-118.0,Early or on time,,,,0.0,0
8415,552512,410109,mobile,ended,-692.0,Early or on time,,,,0.0,0
8416,552637,410068,mobile,ended,86.0,1 to 2 hours,,,,0.0,0
8417,552777,373484,mobile,ended,238.0,2 to 5 hours,,,,0.0,0
8418,552838,367926,mobile,canceled,,Unknown,,,,0.0,0
8419,505522,368036,mobile,ended,3.0,< 30 minutes,,,,0.0,0
8420,505785,381384,mobile,ended,-52.0,Early or on time,,,,0.0,0
8421,506452,393172,connect,ended,-93.0,Early or on time,555818.0,30.0,,0.0,0
8422,507056,396018,mobile,canceled,,Unknown,,,,0.0,0
8423,507165,264953,mobile,ended,-3.0,Early or on time,,,,0.0,0
8424,508482,402622,mobile,ended,11.0,< 30 minutes,,,,0.0,0
8425,508589,380726,mobile,canceled,,Unknown,,,,0.0,0
8426,509172,305171,mobile,ended,4.0,< 30 minutes,,,,0.0,0
8427,512912,334108,mobile,ended,-147.0,Early or on time,,,,0.0,0
8428,513358,354821,mobile,ended,30.0,< 1 hour,,,,0.0,0
8429,513750,329610,mobile,ended,-21.0,Early or on time,,,,0.0,0
8430,514342,399946,mobile,ended,,Unknown,,,,0.0,0
8431,514488,179304,mobile,ended,124.0,2 to 5 hours,557954.0,0.0,25.0,-25.0,1
8432,515283,239575,mobile,ended,313.0,5 to 24 hours,,,,0.0,0
8433,515290,334972,mobile,ended,-16.0,Early or on time,,,,0.0,0
8434,516321,365350,mobile,ended,1440.0,1 day or more,,,,0.0,0
8435,516697,363280,mobile,ended,3.0,< 30 minutes,,,,0.0,0
8436,519652,394911,mobile,ended,49.0,< 1 hour,,,,0.0,0
8437,519677,370585,connect,ended,-45.0,Early or on time,,,,0.0,0
8438,519722,390073,connect,ended,20.0,< 30 minutes,,,,0.0,0
8439,520253,380318,mobile,canceled,,Unknown,,,,0.0,0
8440,520471,356762,mobile,ended,11.0,< 30 minutes,,,,0.0,0
8441,521907,403154,mobile,canceled,,Unknown,,,,0.0,0
8442,522101,376391,mobile,ended,,Unknown,,,,0.0,0
8443,522433,398897,mobile,ended,-375.0,Early or on time,,,,0.0,0
8444,523357,366164,connect,ended,-149.0,Early or on time,,,,0.0,0
8445,523675,333553,connect,ended,7.0,< 30 minutes,,,,0.0,0
8446,523809,392718,mobile,canceled,,Unknown,,,,0.0,0
8447,525523,387776,mobile,canceled,,Unknown,,,,0.0,0
8448,525571,213654,mobile,canceled,,Unknown,,,,0.0,0
8449,525707,396293,mobile,ended,-56.0,Early or on time,,,,0.0,0
8450,525735,298466,mobile,canceled,,Unknown,,,,0.0,0
8451,526012,397786,mobile,ended,,Unknown,,,,0.0,0
8452,526537,380478,mobile,ended,747.0,5 to 24 hours,,,,0.0,0
8453,526544,370513,mobile,ended,,Unknown,,,,0.0,0
8454,528320,378091,mobile,canceled,,Unknown,,,,0.0,0
8455,528560,377119,connect,ended,-369.0,Early or on time,539582.0,120.0,,0.0,0
8456,528619,240686,mobile,ended,-85.0,Early or on time,,,,0.0,0
8457,528706,364199,mobile,ended,105.0,1 to 2 hours,,,,0.0,0
8458,528932,284482,mobile,canceled,,Unknown,,,,0.0,0
8459,528964,298455,mobile,ended,52.0,< 1 hour,,,,0.0,0
8460,529300,376186,mobile,canceled,,Unknown,,,,0.0,0
8461,530110,216148,connect,ended,-211.0,Early or on time,541841.0,60.0,,0.0,0
8462,530552,388408,mobile,ended,69.0,1 to 2 hours,,,,0.0,0
8463,531118,280562,mobile,ended,16.0,< 30 minutes,,,,0.0,0
8464,532032,194340,connect,ended,-2.0,Early or on time,,,,0.0,0
8465,532070,323777,mobile,ended,27.0,< 30 minutes,,,,0.0,0
8466,532222,310553,connect,canceled,,Unknown,,,,0.0,0
8467,532682,300505,connect,ended,-41.0,Early or on time,,,,0.0,0
8468,532725,349366,mobile,ended,,Unknown,,,,0.0,0
8469,532751,407245,mobile,ended,-79.0,Early or on time,,,,0.0,0
8470,533365,407397,mobile,ended,-5.0,Early or on time,,,,0.0,0
8471,533410,373648,mobile,canceled,,Unknown,,,,0.0,0
8472,533436,384123,mobile,ended,-13.0,Early or on time,,,,0.0,0
8473,533480,372878,mobile,ended,209.0,2 to 5 hours,,,,0.0,0
8474,533739,387498,mobile,ended,-1039.0,Early or on time,,,,0.0,0
8475,533742,213366,mobile,ended,105.0,1 to 2 hours,,,,0.0,0
8476,533830,342085,connect,canceled,,Unknown,,,,0.0,0
8477,534045,241032,mobile,ended,37.0,< 1 hour,,,,0.0,0
8478,534058,226273,mobile,ended,,Unknown,,,,0.0,0
8479,534082,408415,mobile,canceled,,Unknown,,,,0.0,0
8480,534306,360880,mobile,ended,46.0,< 1 hour,,,,0.0,0
8481,534346,347083,mobile,ended,-146.0,Early or on time,,,,0.0,0
8482,548057,393442,mobile,ended,-84.0,Early or on time,,,,0.0,0
8483,548097,401262,mobile,ended,-294.0,Early or on time,,,,0.0,0
8484,548206,348462,mobile,canceled,,Unknown,,,,0.0,0
8485,548225,359800,mobile,ended,184.0,2 to 5 hours,,,,0.0,0
8486,548242,381340,mobile,ended,-59.0,Early or on time,,,,0.0,0
8487,548278,362187,connect,ended,-732.0,Early or on time,,,,0.0,0
8488,548286,305307,mobile,ended,-185.0,Early or on time,,,,0.0,0
8489,548318,362339,connect,ended,44.0,< 1 hour,,,,0.0,0
8490,548343,411694,mobile,ended,-16.0,Early or on time,,,,0.0,0
8491,548387,411944,mobile,ended,,Unknown,,,,0.0,0
8492,548519,402677,mobile,ended,-254.0,Early or on time,,,,0.0,0
8493,548683,411018,mobile,ended,30.0,< 1 hour,,,,0.0,0
8494,548691,379181,mobile,ended,4.0,< 30 minutes,,,,0.0,0
8495,548748,337768,mobile,ended,,Unknown,,,,0.0,0
8496,548813,385625,connect,canceled,,Unknown,,,,0.0,0
8497,548873,407334,mobile,ended,67.0,1 to 2 hours,,,,0.0,0
8498,548964,242106,mobile,canceled,,Unknown,,,,0.0,0
8499,548975,412114,mobile,ended,-7.0,Early or on time,,,,0.0,0
8500,548989,408119,mobile,ended,-153.0,Early or on time,,,,0.0,0
8501,549011,328866,mobile,ended,-47.0,Early or on time,,,,0.0,0
8502,549023,365926,connect,canceled,,Unknown,550970.0,0.0,596.0,-596.0,1
8503,549074,217777,connect,ended,-4.0,Early or on time,,,,0.0,0
8504,549167,402852,mobile,ended,40.0,< 1 hour,,,,0.0,0
8505,549356,410212,mobile,ended,122.0,2 to 5 hours,,,,0.0,0
8506,549607,377119,connect,ended,,Unknown,,,,0.0,0
8507,549678,401387,mobile,ended,-13.0,Early or on time,,,,0.0,0
8508,549741,243474,mobile,ended,172.0,2 to 5 hours,,,,0.0,0
8509,549758,401595,mobile,ended,270.0,2 to 5 hours,,,,0.0,0
8510,549802,365635,connect,ended,-2.0,Early or on time,,,,0.0,0
8511,549839,353760,mobile,canceled,,Unknown,,,,0.0,0
8512,549891,371625,mobile,ended,-14.0,Early or on time,,,,0.0,0
8513,549963,375946,mobile,canceled,,Unknown,,,,0.0,0
8514,550192,394328,mobile,ended,-53.0,Early or on time,,,,0.0,0
8515,550198,402420,mobile,ended,35.0,< 1 hour,,,,0.0,0
8516,550221,366992,mobile,ended,73.0,1 to 2 hours,,,,0.0,0
8517,550243,362191,mobile,ended,114.0,1 to 2 hours,,,,0.0,0
8518,550253,407489,mobile,ended,3.0,< 30 minutes,,,,0.0,0
8519,550342,360929,mobile,ended,123.0,2 to 5 hours,,,,0.0,0
8520,550372,411729,mobile,ended,-19.0,Early or on time,,,,0.0,0
8521,550379,203773,connect,canceled,,Unknown,,,,0.0,0
8522,550467,337737,mobile,ended,-99.0,Early or on time,,,,0.0,0
8523,550529,362531,connect,ended,-26.0,Early or on time,544688.0,660.0,,0.0,0
8524,550642,392812,mobile,ended,-79.0,Early or on time,,,,0.0,0
8525,550659,243721,mobile,ended,-205.0,Early or on time,,,,0.0,0
8526,550724,378542,mobile,ended,14.0,< 30 minutes,,,,0.0,0
8527,550727,396531,mobile,ended,18.0,< 30 minutes,,,,0.0,0
8528,550745,407817,mobile,ended,-190.0,Early or on time,,,,0.0,0
8529,541118,388764,mobile,ended,18.0,< 30 minutes,,,,0.0,0
8530,541211,338103,mobile,canceled,,Unknown,,,,0.0,0
8531,541314,390509,connect,ended,,Unknown,,,,0.0,0
8532,541377,316744,connect,canceled,,Unknown,,,,0.0,0
8533,541478,410293,mobile,ended,285.0,2 to 5 hours,,,,0.0,0
8534,541710,275932,mobile,ended,-11.0,Early or on time,,,,0.0,0
8535,541820,338969,connect,canceled,,Unknown,,,,0.0,0
8536,541883,366113,mobile,ended,76.0,1 to 2 hours,,,,0.0,0
8537,541973,409733,mobile,canceled,,Unknown,,,,0.0,0
8538,542208,290726,connect,canceled,,Unknown,,,,0.0,0
8539,542310,211446,mobile,ended,-120.0,Early or on time,,,,0.0,0
8540,542660,249274,mobile,ended,38.0,< 1 hour,,,,0.0,0
8541,542682,396183,mobile,ended,97.0,1 to 2 hours,,,,0.0,0
8542,542760,384479,mobile,ended,7.0,< 30 minutes,,,,0.0,0
8543,542762,372661,mobile,ended,6.0,< 30 minutes,,,,0.0,0
8544,542853,350149,mobile,ended,-78.0,Early or on time,,,,0.0,0
8545,542867,242437,mobile,ended,-14.0,Early or on time,,,,0.0,0
8546,542890,246926,mobile,ended,8.0,< 30 minutes,,,,0.0,0
8547,542904,212965,connect,ended,-21.0,Early or on time,,,,0.0,0
8548,543000,357005,mobile,ended,12.0,< 30 minutes,,,,0.0,0
8549,543046,179977,mobile,ended,100.0,1 to 2 hours,,,,0.0,0
8550,543058,387810,connect,ended,265.0,2 to 5 hours,,,,0.0,0
8551,543084,337380,mobile,ended,-38.0,Early or on time,,,,0.0,0
8552,543166,379706,mobile,ended,47.0,< 1 hour,,,,0.0,0
8553,543174,308731,mobile,ended,-349.0,Early or on time,,,,0.0,0
8554,543210,402562,connect,ended,-107.0,Early or on time,538013.0,0.0,,0.0,0
8555,543226,295783,connect,canceled,,Unknown,,,,0.0,0
8556,543297,341119,connect,ended,66.0,1 to 2 hours,,,,0.0,0
8557,543354,310553,connect,ended,-71.0,Early or on time,,,,0.0,0
8558,543412,407749,mobile,ended,148.0,2 to 5 hours,,,,0.0,0
8559,543419,376601,mobile,ended,79.0,1 to 2 hours,,,,0.0,0
8560,543478,258100,mobile,ended,0.0,Early or on time,,,,0.0,0
8561,543548,287833,mobile,ended,153.0,2 to 5 hours,,,,0.0,0
8562,543684,396483,connect,ended,-15.0,Early or on time,,,,0.0,0
8563,543784,307717,mobile,ended,559.0,5 to 24 hours,,,,0.0,0
8564,543785,263718,mobile,canceled,,Unknown,,,,0.0,0
8565,543792,274598,mobile,ended,-199.0,Early or on time,536619.0,120.0,,0.0,0
8566,543881,395861,mobile,ended,-77.0,Early or on time,,,,0.0,0
8567,544067,216701,mobile,ended,164.0,2 to 5 hours,,,,0.0,0
8568,544079,331714,mobile,ended,-33.0,Early or on time,,,,0.0,0
8569,544097,409343,mobile,ended,-2.0,Early or on time,,,,0.0,0
8570,544194,384532,mobile,ended,87.0,1 to 2 hours,,,,0.0,0
8571,544225,230201,connect,ended,-122.0,Early or on time,540562.0,30.0,,0.0,0
8572,544499,371242,mobile,canceled,,Unknown,,,,0.0,0
8573,544530,293910,mobile,ended,33.0,< 1 hour,,,,0.0,0
8574,544543,298611,mobile,ended,24.0,< 30 minutes,,,,0.0,0
8575,544595,286034,mobile,ended,-194.0,Early or on time,,,,0.0,0
8576,544623,355843,mobile,ended,-359.0,Early or on time,,,,0.0,0
8577,544640,408539,mobile,ended,,Unknown,,,,0.0,0
8578,544665,410645,mobile,ended,-21.0,Early or on time,,,,0.0,0
8579,544668,264913,mobile,ended,113.0,1 to 2 hours,,,,0.0,0
8580,544945,340442,mobile,ended,48.0,< 1 hour,538975.0,120.0,,0.0,0
8581,544987,326069,mobile,ended,-12.0,Early or on time,,,,0.0,0
8582,535428,347873,connect,ended,-430.0,Early or on time,,,,0.0,0
8583,535524,344584,mobile,ended,-6.0,Early or on time,,,,0.0,0
8584,535549,343384,mobile,ended,-245.0,Early or on time,,,,0.0,0
8585,535583,376840,connect,ended,-47.0,Early or on time,,,,0.0,0
8586,535627,310263,mobile,ended,-4.0,Early or on time,,,,0.0,0
8587,535660,399066,mobile,ended,1.0,< 30 minutes,,,,0.0,0
8588,535876,407723,mobile,ended,,Unknown,,,,0.0,0
8589,535907,408983,mobile,ended,960.0,5 to 24 hours,,,,0.0,0
8590,536387,310661,mobile,ended,5.0,< 30 minutes,539166.0,720.0,,0.0,0
8591,536566,401870,connect,canceled,,Unknown,,,,0.0,0
8592,536619,274598,mobile,ended,6.0,< 30 minutes,,,,0.0,0
8593,536635,408952,mobile,ended,16.0,< 30 minutes,,,,0.0,0
8594,536765,347781,mobile,ended,-26.0,Early or on time,536981.0,600.0,,0.0,0
8595,536779,374965,mobile,ended,87.0,1 to 2 hours,,,,0.0,0
8596,536956,318463,mobile,ended,25.0,< 30 minutes,,,,0.0,0
8597,536959,370420,mobile,ended,7.0,< 30 minutes,,,,0.0,0
8598,537067,393094,mobile,ended,-63.0,Early or on time,,,,0.0,0
8599,537181,397336,mobile,ended,453.0,5 to 24 hours,,,,0.0,0
8600,537433,278005,mobile,ended,-66.0,Early or on time,,,,0.0,0
8601,537461,402528,connect,ended,230.0,2 to 5 hours,,,,0.0,0
8602,537466,350433,mobile,ended,96.0,1 to 2 hours,,,,0.0,0
8603,537520,409071,mobile,ended,0.0,Early or on time,,,,0.0,0
8604,537642,186958,mobile,ended,-6.0,Early or on time,,,,0.0,0
8605,537800,382586,mobile,ended,69.0,1 to 2 hours,,,,0.0,0
8606,537919,407046,mobile,ended,-15.0,Early or on time,,,,0.0,0
8607,537929,369781,connect,ended,-39.0,Early or on time,,,,0.0,0
8608,537952,307819,mobile,ended,-152.0,Early or on time,,,,0.0,0
8609,538000,309580,connect,canceled,,Unknown,,,,0.0,0
8610,538021,304228,mobile,ended,23.0,< 30 minutes,,,,0.0,0
8611,538046,248889,connect,ended,-8.0,Early or on time,,,,0.0,0
8612,538116,289901,connect,ended,-92.0,Early or on time,532257.0,660.0,,0.0,0
8613,538167,401870,connect,ended,8.0,< 30 minutes,,,,0.0,0
8614,538206,408821,mobile,ended,,Unknown,,,,0.0,0
8615,538209,338495,mobile,ended,1508.0,1 day or more,,,,0.0,0
8616,538289,349012,mobile,ended,-43.0,Early or on time,,,,0.0,0
8617,538335,404146,mobile,ended,-128.0,Early or on time,,,,0.0,0
8618,538394,295049,mobile,canceled,,Unknown,,,,0.0,0
8619,538397,392479,mobile,ended,-301.0,Early or on time,,,,0.0,0
8620,538400,409104,mobile,ended,-58.0,Early or on time,,,,0.0,0
8621,538424,375218,mobile,ended,150.0,2 to 5 hours,,,,0.0,0
8622,538481,300528,connect,ended,-61.0,Early or on time,,,,0.0,0
8623,538555,409045,mobile,ended,,Unknown,,,,0.0,0
8624,538605,228400,mobile,ended,-957.0,Early or on time,,,,0.0,0
8625,538612,389167,mobile,ended,50.0,< 1 hour,,,,0.0,0
8626,538689,221830,mobile,ended,768.0,5 to 24 hours,,,,0.0,0
8627,538721,288611,mobile,ended,17.0,< 30 minutes,534242.0,60.0,,0.0,0
8628,538751,338149,mobile,ended,,Unknown,,,,0.0,0
8629,538808,358881,mobile,ended,104.0,1 to 2 hours,,,,0.0,0
8630,538818,409615,mobile,canceled,,Unknown,,,,0.0,0
8631,538819,397636,mobile,ended,30.0,< 1 hour,,,,0.0,0
8632,538833,391519,connect,canceled,,Unknown,,,,0.0,0
8633,538861,394272,mobile,canceled,,Unknown,,,,0.0,0
8634,538894,368436,mobile,ended,23.0,< 30 minutes,,,,0.0,0
8635,538896,387606,mobile,ended,357.0,5 to 24 hours,,,,0.0,0
8636,538952,404020,mobile,ended,131.0,2 to 5 hours,,,,0.0,0
8637,538984,374614,mobile,ended,-5.0,Early or on time,,,,0.0,0
8638,539002,381098,mobile,ended,359.0,5 to 24 hours,,,,0.0,0
8639,551551,307695,mobile,ended,-46.0,Early or on time,,,,0.0,0
8640,551559,384383,mobile,ended,10.0,< 30 minutes,,,,0.0,0
8641,551583,381470,mobile,ended,26.0,< 30 minutes,,,,0.0,0
8642,551597,411734,mobile,ended,12.0,< 30 minutes,,,,0.0,0
8643,551599,409572,mobile,ended,,Unknown,,,,0.0,0
8644,551609,373826,mobile,ended,-56.0,Early or on time,,,,0.0,0
8645,551648,399992,mobile,canceled,,Unknown,,,,0.0,0
8646,551734,176220,connect,ended,37.0,< 1 hour,,,,0.0,0
8647,551743,410779,mobile,ended,14.0,< 30 minutes,,,,0.0,0
8648,551761,244438,mobile,ended,,Unknown,,,,0.0,0
8649,551765,379188,mobile,ended,-1.0,Early or on time,,,,0.0,0
8650,551982,406831,mobile,ended,230.0,2 to 5 hours,,,,0.0,0
8651,552186,358816,mobile,ended,5.0,< 30 minutes,,,,0.0,0
8652,552211,384040,connect,ended,-358.0,Early or on time,539551.0,0.0,,0.0,0
8653,552295,381331,mobile,ended,-94.0,Early or on time,,,,0.0,0
8654,552384,380584,mobile,ended,-9.0,Early or on time,,,,0.0,0
